2496.00,0.00,41.00,0.00,2330.00,125.00,0.00,204.00,3.00,238105.00,19496.00,12212913.00
2417.00,0.00,51.00,0.00,2025.00,341.00,2.00,695.00,15.00,273605.00,78684.00,3477253.00
2389.00,0.00,41.00,0.00,1782.00,566.00,5.00,1206.00,21.00,0.00,0.00,1981198.00
2335.00,0.00,65.00,0.00,1645.00,625.00,0.00,111.00,3.00,0.00,0.00,21064884.00
2325.00,2.00,73.00,0.00,1750.00,502.00,0.00,290.00,9.00,0.00,0.00,8023253.00
2285.00,0.00,25.00,0.00,1444.00,816.00,2.00,1889.00,21.00,423641.00,350141.00,1209917.00
2257.00,0.00,24.00,0.00,98.00,2135.00,19.00,6016.00,64.00,42504.00,113290.00,375179.00
2055.00,2.00,596.00,0.00,1335.00,124.00,0.00,68.00,20.00,0.00,0.00,30012823.00
2027.00,31.00,51.00,0.00,1500.00,476.00,0.00,243.00,6.00,105227.00,12627.00,8333791.00
1880.00,4.00,25.00,0.00,1809.00,46.00,0.00,376.00,5.00,1016853.00,203285.00,5002100.00
1833.00,0.00,42.00,0.00,961.00,830.00,0.00,854.00,20.00,21291.00,9916.00,2147186.00
1377.00,3.00,82.00,0.00,1264.00,31.00,2.00,270.00,16.00,30332.00,5957.00,5091415.00
1361.00,11.00,93.00,1.00,1138.00,130.00,0.00,82.00,6.00,0.00,0.00,16558477.00
1209.00,2.00,69.00,0.00,1126.00,14.00,9.00,49.00,3.00,30162.00,1234.00,24450044.00
1124.00,0.00,35.00,0.00,1030.00,59.00,0.00,12.00,0.40,1246480.00,12772.00,97592804.00
929.00,0.00,15.00,0.00,896.00,18.00,0.00,4217.00,68.00,5498.00,24954.00,220323.00
759.00,0.00,42.00,0.00,685.00,32.00,3.00,22355.00,1237.00,8321.00,245081.00,33952.00
748.00,0.00,48.00,0.00,648.00,52.00,2.00,4291.00,275.00,132517.00,760159.00,174328.00
737.00,0.00,22.00,0.00,657.00,58.00,6.00,17133.00,511.00,4736.00,110096.00,43017.00
712.00,0.00,13.00,0.00,659.00,40.00,4.00,0.00,0.00,0.00,0.00,0.00
698.00,25.00,1.00,0.00,391.00,306.00,4.00,4249.00,6.00,10065.00,61264.00,164289.00
696.00,0.00,6.00,0.00,673.00,17.00,1.00,17907.00,154.00,3770.00,96995.00,38868.00
578.00,0.00,7.00,0.00,537.00,34.00,,64.00,0.80,26690.00,2967.00,8995473.00
544.00,13.00,0.00,0.00,441.00,103.00,5.00,16148.00,0.00,56220.00,1668844.00,33688.00
535.00,4.00,7.00,0.00,491.00,37.00,0.00,22.00,0.30,98355.00,4127.00,23829418.00
531.00,30.00,8.00,0.00,380.00,143.00,11.00,13666.00,206.00,5801.00,149299.00,38855.00
531.00,2.00,1.00,0.00,497.00,33.00,0.00,44.00,0.08,44526.00,3714.00,11990242.00
509.00,0.00,21.00,0.00,183.00,305.00,7.00,8.00,0.30,0.00,0.00,60213094.00
502.00,6.00,7.00,0.00,485.00,10.00,0.00,574.00,8.00,0.00,0.00,874876.00
482.00,2.00,0.00,0.00,471.00,11.00,0.00,9853.00,0.00,143379.00,2931067.00,48917.00
422.00,0.00,0.00,0.00,376.00,46.00,0.00,119.00,0.00,0.00,0.00,3560565.00
415.00,0.00,10.00,0.00,364.00,41.00,0.00,326.00,8.00,260973.00,205105.00,1272387.00
348.00,0.00,24.00,0.00,319.00,5.00,0.00,4086.00,282.00,14797.00,173747.00,85164.00
320.00,0.00,0.00,0.00,311.00,9.00,1.00,97.00,0.00,80030.00,24300.00,3293449.00
316.00,0.00,0.00,0.00,296.00,20.00,0.00,408.00,0.00,156245.00,201849.00,774067.00
283.00,0.00,0.00,0.00,278.00,5.00,0.00,17.00,0.00,158636.00,9451.00,16785639.00
255.00,2.00,2.00,0.00,217.00,36.00,2.00,6485.00,51.00,51953.00,1321186.00,39323.00
225.00,0.00,1.00,0.00,212.00,12.00,1.00,3412.00,15.00,43161.00,654500.00,65945.00
218.00,0.00,7.00,0.00,195.00,16.00,0.00,758.00,24.00,29397.00,102258.00,287478.00
192.00,9.00,1.00,0.00,132.00,59.00,3.00,5031.00,26.00,2200.00,57652.00,38160.00
185.00,0.00,9.00,0.00,172.00,4.00,0.00,2974.00,145.00,72941.00,1172496.00,62210.00
150.00,0.00,2.00,0.00,111.00,37.00,0.00,5705.00,76.00,2890.00,109911.00,26294.00
149.00,1.00,0.00,0.00,148.00,1.00,0.00,1512.00,0.00,5200.00,52779.00,98524.00
147.00,0.00,3.00,0.00,143.00,1.00,0.00,335.00,7.00,63246.00,144169.00,438694.00
112.00,0.00,3.00,0.00,100.00,9.00,0.00,1141.00,31.00,3162.00,32211.00,98165.00
72.00,5.00,0.00,0.00,55.00,17.00,0.00,7283.00,0.00,3347.00,338560.00,9886.00
71.00,0.00,1.00,0.00,70.00,0.00,0.00,2344.00,33.00,5193.00,171443.00,30290.00
64.00,0.00,0.00,0.00,64.00,0.00,0.00,576.00,0.00,5673.00,51088.00,111043.00
46.00,0.00,0.00,0.00,46.00,0.00,0.00,71.00,0.00,4238.00,6501.00,651886.00
33.00,0.00,0.00,0.00,29.00,4.00,0.00,458.00,0.00,3955.00,54902.00,72038.00
32.00,0.00,2.00,0.00,30.00,0.00,0.00,36.00,2.00,11771.00,13103.00,898335.00
32.00,1.00,0.00,0.00,27.00,5.00,0.00,174.00,0.00,9027.00,49094.00,183872.00
29.00,0.00,0.00,0.00,28.00,1.00,0.00,22.00,0.00,9471.00,7145.00,1325622.00
